manufacturer,model,category,modes_json,weight_kg,dimensions_length_mm,dimensions_width_mm,dimensions_height_mm,brightness_value,brightness_unit,power_voltage_range,power_avg_w,power_max_w,power_avg_a,power_max_a,connectivity_data_in,connectivity_data_out,connectivity_power_in,connectivity_power_out,sources_json,notes
Generic,Generic Moving Head Hybrid 013,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.9,355,265,560,18300,lm,"100-240V AC, 50/60Hz",192.5,550,0.84,2.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 014,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.2,355,265,560,18600,lm,"100-240V AC, 50/60Hz",196.0,560,0.85,2.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 015,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.5,355,265,560,18900,lm,"100-240V AC, 50/60Hz",182.0,520,0.79,2.26,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 016,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.6,355,265,560,19200,lm,"100-240V AC, 50/60Hz",185.5,530,0.81,2.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 017,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.9,355,265,560,19500,lm,"100-240V AC, 50/60Hz",189.0,540,0.82,2.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 018,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.2,355,265,560,18000,lm,"100-240V AC, 50/60Hz",192.5,550,0.84,2.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 019,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.5,355,265,560,18300,lm,"100-240V AC, 50/60Hz",196.0,560,0.85,2.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 020,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.6,355,265,560,18600,lm,"100-240V AC, 50/60Hz",182.0,520,0.79,2.26,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 021,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.9,355,265,560,18900,lm,"100-240V AC, 50/60Hz",185.5,530,0.81,2.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 022,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.2,355,265,560,19200,lm,"100-240V AC, 50/60Hz",189.0,540,0.82,2.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 023,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.5,355,265,560,19500,lm,"100-240V AC, 50/60Hz",192.5,550,0.84,2.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 024,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.6,355,265,560,18000,lm,"100-240V AC, 50/60Hz",196.0,560,0.85,2.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 001,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24300,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 002,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24600,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 003,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24900,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 004,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,25200,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 005,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,25500,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 006,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24000,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 007,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24300,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 008,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24600,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 009,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24900,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 010,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,25200,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 011,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,25500,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 012,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24000,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 013,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24300,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 014,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24600,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 015,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24900,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 016,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,25200,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 017,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,25500,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 018,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24000,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 019,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24300,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 020,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24600,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 021,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24900,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 022,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,25200,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 023,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,25500,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 024,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24000,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 025,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24300,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 026,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24600,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 027,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24900,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 028,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,25200,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 029,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,25500,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 030,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24000,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 031,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24300,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 032,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24600,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 033,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24900,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 034,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,25200,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 035,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,25500,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 036,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24000,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 037,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24300,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 038,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24600,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 039,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24900,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 040,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,25200,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 041,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,25500,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 042,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24000,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 043,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24300,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 044,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24600,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 045,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24900,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 046,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,25200,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 047,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,25500,lm,"100-240V AC, 50/60Hz",140.0,400,0.61,1.74,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 048,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",14.8,300,360,520,24000,lm,"100-240V AC, 50/60Hz",143.5,410,0.62,1.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 049,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.1,300,360,520,24300,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 050,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.4,300,360,520,24600,lm,"100-240V AC, 50/60Hz",133.0,380,0.58,1.65,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Spot 051,Spot,"[{""name"":""Basic"",""channels"":16},{""name"":""Standard"",""channels"":20},{""name"":""Extended"",""channels"":24},{""name"":""Full"",""channels"":28}]",15.7,300,360,520,24900,lm,"100-240V AC, 50/60Hz",136.5,390,0.59,1.7,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
